#,glass,cardboard,type5,crisps,batteries,cartons,type4,envelopes,aerosols,wipes,plasticbottle,toothpaste,cleaningbottles,petfood,tins,Score,Start Date (UTC),,Submit Date (UTC),Network ID
y50omx0512b2qiqdpmyy50oml4xrxv9m,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-06 11:01:04,,2020-06-06 11:02:41,7a266aa4e6
hh4n5q0dzyb9fp24hh4x8omx1g8xyvqm,Bottle bank,1,1,2,Battery bank,1,1,1,2,1,1,2,1,1,1,12,2020-06-06 10:36:14,,2020-06-06 10:38:21,7e731a1d12
cavj8wfgd49l2gqjxcavj8kwizaf60kp,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-06-06 10:23:12,,2020-06-06 10:24:48,507e62cf9f
9oj1vryg0qmqhmf8y9oj1ev8wr2dhk1p,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,1,1,1,1,11,2020-06-06 10:19:13,,2020-06-06 10:23:14,44b6f160f4
384pz6bux15ec8s5hm3di384pz6b5nlm,Bottle bank,1,1,2,Battery bank,1,1,1,1,1,1,1,1,2,1,13,2020-06-06 10:19:31,,2020-06-06 10:22:06,f1057bf808
87xaicxzeys12f787xzddnv6pqjtg75p,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-06-06 10:07:26,,2020-06-06 10:09:50,842cd7e2d1
lye3cq2fbob9uu4lyesebfspjyqt3uyb,Bottle bank,1,2,2,Battery bank,2,2,1,2,2,1,2,1,2,1,11,2020-06-06 10:05:18,,2020-06-06 10:08:15,a3b13a2512
u168yqhyv94campdu168y03wapmwuz6u,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-06-06 10:05:12,,2020-06-06 10:07:14,0b6c49cd1a
m20g32dixu74dkqu0om20g32o0ls1vml,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,2,1,2,1,13,2020-06-06 10:01:54,,2020-06-06 10:04:04,5172b9cdf0
4fo1avw0emvyp664fo1ave8o0dtt5ofn,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-06 10:01:34,,2020-06-06 10:03:34,01b63e746e
20bdfhaake8720bdy7u1pc3m4o1o6dny,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,2,2,1,1,11,2020-06-06 10:01:14,,2020-06-06 10:03:15,7f26afb1c5
3ojuvac0l9n6yojjih3ojuvqbespvvxj,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-06 09:21:30,,2020-06-06 09:22:57,88795ef56e
vdk67lzf763txm7k3rvdk67mo4gy92xn,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-06-06 09:10:33,,2020-06-06 09:12:02,bf4fed102f
u6zlzck6wvt84to08qbabu6zlzcn5e5l,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-06 08:47:35,,2020-06-06 08:48:46,4bdc59a152
5dsak35eu6m8w6wrfqkjdj5dsak35evj,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,1,1,12,2020-06-06 08:45:49,,2020-06-06 08:47:23,4bdc59a152
uz4yxdiipme8r0ayeep7huz4yxlorahb,Bottle bank,1,2,2,Battery bank,2,2,1,2,2,1,2,1,1,1,10,2020-06-06 08:33:58,,2020-06-06 08:36:18,9d6a40d276
0inr47jar9jmu32d400inr47bnyo99xx,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,2,1,13,2020-06-06 08:33:26,,2020-06-06 08:35:18,34ccbaf466
srntgrinwza3h61ec3sr0e8znwwyx8pn,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,2,2,1,13,2020-06-06 08:15:53,,2020-06-06 08:17:27,55c4f42c3f
dv6x1er5ldbmyzpkyndv6x1er46ow7ze,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-06-06 08:13:50,,2020-06-06 08:16:28,0be6459d8c
g68i7smho8jq806b7yg68c97rqaf0f5p,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,1,1,12,2020-06-06 08:10:08,,2020-06-06 08:11:24,94afa68ba7
k84rjjcgvg6x46wcrt1f5k46k84rjjcj,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-06-06 08:02:00,,2020-06-06 08:03:09,26544fb275
13ecgzzf78u9552wg1y13ecgzou94yco,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,2,1,2,1,13,2020-06-06 07:45:40,,2020-06-06 07:48:04,a6a2a2d9e2
wph01jv0thy3a3f54wph01jvingox25s,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-06 07:00:36,,2020-06-06 07:02:32,83819f8b2c
jsb0go8q0qbm92itgjsb0wy5gg97jn94,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,2,1,1,1,1,10,2020-06-06 06:53:05,,2020-06-06 06:59:54,83819f8b2c
12j3ng65gmf8iqp2my12j3ngoukfffvz,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,1,1,,1,11,2020-06-06 06:45:56,,2020-06-06 06:48:48,a6a2a2d9e2
sc0lemnds9uqmg2vcsc0ledbc4gft15n,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,2,1,2,1,13,2020-06-06 06:25:13,,2020-06-06 06:27:24,694804fd92
t7sj63ok3jzf4yrgyi4t7sj63u3genic,Bottle bank,1,1,1,Battery bank,1,1,1,1,1,,,1,1,1,10,2020-06-06 02:00:28,,2020-06-06 02:02:48,123f38eb12
n4ywyucwmr7k9xfqmbn4ywyu6zq29syk,Bottle bank,1,1,2,Battery bank,1,1,1,1,1,1,1,1,1,1,12,2020-06-06 00:09:02,,2020-06-06 00:13:12,45350499ec
3q97rkwwszh452ifb7w55wfw63q97rkw,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-06-06 00:07:06,,2020-06-06 00:08:34,a1b9087a61
l4gzrgkr07xnco7msalqppl4gzrgwcu2,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 23:13:06,,2020-06-05 23:14:38,4f0a42e8fa
vmkcvpwjevmkcvet25dws299ed89xfne,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,1,1,12,2020-06-05 23:10:37,,2020-06-05 23:12:25,4f0a42e8fa
zogwjngo402zt6i48zogwjn0zj1zr9ue,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 23:09:59,,2020-06-05 23:12:20,123f38eb12
6k4flcdjm8i9686k4flcsbrat8a5yhky,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 23:01:11,,2020-06-05 23:02:42,092458ace1
qfvyl22gry78m45hm58000qfvyl2r4cg,Bottle bank,1,2,1,Battery bank,1,1,1,1,2,1,1,1,2,1,12,2020-06-05 22:57:51,,2020-06-05 23:00:13,092458ace1
okyv4ll04xco850njxlokyv4qbus35fl,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 22:28:45,,2020-06-05 22:30:33,4b3f3a3ef0
lbpi5qwmwnx1fnj8c0vkglbpi59uamxw,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-06-05 22:02:01,,2020-06-05 22:05:41,2785a98892
65ibrg9y6j03cbx065ie6d8elt7yy45f,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-06-05 22:02:10,,2020-06-05 22:04:49,5ba3d0335a
43umhn479umxhlssm543umhnyds1sryh,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,1,1,12,2020-06-05 21:57:38,,2020-06-05 22:00:45,5c860b7a04
ajovtt0t4trwr4f2xtajovdtpyhal4sr,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,2,1,2,1,13,2020-06-05 21:41:27,,2020-06-05 21:48:01,00a6fe9f84
a22xp8oxd13nada22xpbusdje1h3abgb,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 21:31:19,,2020-06-05 21:33:10,1b62784360
9ddbyrjsi9o94vnx0rj9ddbr4uocpobq,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 21:15:05,,2020-06-05 21:16:39,36c3fe8ddc
rccufu1yccpya5ygrccufeg5sgi4gcm8,Bottle bank,2,2,1,Battery bank,2,1,1,2,2,1,1,2,2,1,8,2020-06-05 21:12:50,,2020-06-05 21:14:57,eac3976bdb
gnj5vwzx8bdzxpctgvmrgnj5vslo380s,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,1,1,13,2020-06-05 21:12:04,,2020-06-05 21:14:24,6eb9f351e7
03znyw9u7u1iiyewij2hz03znywzlvd9,Bottle bank,1,1,1,Battery bank,2,2,1,2,2,1,1,1,2,1,10,2020-06-05 21:04:52,,2020-06-05 21:06:36,eac3976bdb
cxs965bjj9adzzdh9cxs965nig1r4jb7,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-05 20:45:48,,2020-06-05 20:49:17,7f3de58069
f1urpv5f19fturcrf1urjvg82lckykjm,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,1,2,1,13,2020-06-05 20:16:33,,2020-06-05 20:19:23,a449e33d2c
2xzc1mey5p5sdr2xzc10z8bgp0uf4fio,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 20:15:19,,2020-06-05 20:17:53,60e8417877
vag4xt85rnze24tqicvag4xt85stneqi,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 20:10:16,,2020-06-05 20:11:32,bcb2336af1
q5c8dwcdxkfw4irs2kxvkaq5c8dj8o5c,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,2,1,1,10,2020-06-05 19:53:06,,2020-06-05 19:55:00,32b131d939
t8gcmjehdv40jbisqt8gcjtck5j2o4k4,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,1,2,2,1,11,2020-06-05 19:49:06,,2020-06-05 19:50:18,9111b337dd
0x3giu2yvr4m0oriz0x3giugmc3l5vfc,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-06-05 19:42:54,,2020-06-05 19:45:18,c02c8d6d64
01tmx7n88mzowaci001tmlgj1v84h301,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-06-05 19:36:19,,2020-06-05 19:39:10,8a52879cd7
cytqcyvwqtaq76vcytqcynxqq1qo7qyd,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,1,1,12,2020-06-05 19:27:27,,2020-06-05 19:30:09,a301ecdd5f
fnwd3cx5iegcu3z7koaffnwd3ddk7t7s,Bottle bank,1,,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-06-05 19:15:58,,2020-06-05 19:18:41,ce5a888173
0gxhqfxgdnaoknksfkpgc0gxhqf9a23w,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-06-05 19:14:09,,2020-06-05 19:16:03,1e28eec152
99fu3jvf5zahu6ox99fspckl70chfiwg,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,1,1,12,2020-06-05 19:11:42,,2020-06-05 19:13:23,10f0eefea0
lz9m1a4km10vqhlflz9mxl88wwxfu8rl,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,1,2,1,13,2020-06-05 18:58:04,,2020-06-05 19:03:18,f0cdf837e3
dqw1e1r8kjlv90l59f5s986dqw1e1rh7,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-05 18:54:46,,2020-06-05 18:56:26,f9007e23dd
djq5tt8pm2zxotfndjq323op08dw4vnj,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,1,2,1,12,2020-06-05 18:53:01,,2020-06-05 18:54:49,6172dc1907
my5c5oiiqjlyn0jmy5c5s13lwfhld51s,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,2,14,2020-06-05 18:49:08,,2020-06-05 18:50:27,b9dd8d1a8e
jsxllo7y7zlw3kc1njsxla1mqxowgsfv,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-05 18:42:09,,2020-06-05 18:44:05,dbab7e8398
ngw9eonrugxarn169ngw9e5mlzls5n26,Bottle bank,1,1,2,Battery bank,2,1,1,2,1,2,2,1,2,1,11,2020-06-05 18:27:46,,2020-06-05 18:29:25,28b9c365e3
p70jpzwest7zcwvfk0m0p70jppkpem6q,1,1,1,2,Battery bank,1,2,2,1,2,1,1,2,2,1,10,2020-06-05 18:05:31,,2020-06-05 18:08:16,ea3eecade6
l6oudnglyblp0zus1dx4l6oudn5a4rs3,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-05 17:59:44,,2020-06-05 18:01:47,b271a84335
m4ol2252dz7m42w5m4olcxxfkwfl5jgo,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-05 17:54:21,,2020-06-05 17:56:45,b97b4ad4c1
8huhml15gpb6tgbqv1l8huhmlbwq1v5d,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 17:53:48,,2020-06-05 17:55:14,d82e64ce51
ulmudko041hp01q4dz9ulmuy5ilpl5v2,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-06-05 17:38:20,,2020-06-05 17:40:09,d1eacd4e93
vu98t1m1hszysshvu9nwy3wmcmvp7xso,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,2,1,1,13,2020-06-05 17:37:14,,2020-06-05 17:38:41,9261ce781b
rld1jbnthz6o3hvrld1jbcr8zybfzj0y,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,1,2,2,1,12,2020-06-05 17:36:55,,2020-06-05 17:38:32,ea08010972
rzzcbehxehlcgxey8mqugrzzcbehlp17,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 17:29:48,,2020-06-05 17:31:28,ba20eb8cea
8w3ygicnyxwcr8w3gke44yahnj23j21o,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,1,1,2,10,2020-06-05 17:20:50,,2020-06-05 17:22:22,06d39688d7
gkky19sqwry0vefgkky1urekkrsywtzs,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-06-05 17:20:16,,2020-06-05 17:21:50,76259a81e2
7g535qglvyjgofatl7g535k995y42sqe,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,2,2,1,13,2020-06-05 17:12:30,,2020-06-05 17:14:17,46e713d51d
6qk9rj71ctly21nuhhdu6qk9sg0yfjm6,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-06-05 17:02:29,,2020-06-05 17:04:07,5a0d7073d9
83vf23wy3b4q33eccg283vf29yg7tulp,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,1,2,1,13,2020-06-05 16:43:35,,2020-06-05 16:56:47,06956bc2a6
3u21e54efl4d6np6tp3u2aebyi1199e8,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 16:48:08,,2020-06-05 16:51:23,326f718955
t8986b8csh6xg0ilj9rnt8986da5e212,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,1,1,2,1,12,2020-06-05 16:47:22,,2020-06-05 16:49:44,e46795e78a
g74tixmbgp4xc4ug74t7azxb6l620q1l,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-06-05 16:37:37,,2020-06-05 16:40:07,fcfdf8eb06
6ceoopnw9qboqd0gza8m6ceoop9s97uv,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-06-05 16:29:18,,2020-06-05 16:31:50,eddeb43a31
96viscljn4sj46llvw6ag96visc1nbgf,Bottle bank,1,1,2,Battery bank,2,1,1,2,2,1,2,1,2,1,13,2020-06-05 16:29:19,,2020-06-05 16:31:20,b52e358b9d
b8lcc0qbyg7ltkzrab8lcc0ystsbkv2h,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 16:29:18,,2020-06-05 16:30:47,f6bc80b73c
3af9i31zc0e9i00z7i3af9imed3jedzg,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-06-05 16:21:39,,2020-06-05 16:25:27,0ac902aea7
6vj3wb4rave5od4ls16vj3wuyhft7pc0,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 16:19:47,,2020-06-05 16:21:10,8e67179443
6wq9igv3pkl6wqt8sigwv7tmzz6vkt8s,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,2,1,2,1,13,2020-06-05 16:18:56,,2020-06-05 16:20:43,e8c0beb922
galng6yfz9ldj7ef3i5galngh4jet76s,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 16:11:00,,2020-06-05 16:12:41,8228227d26
vzoii30hh4ql5s2navzoii34lucvixdo,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 16:08:42,,2020-06-05 16:11:00,33e40ea5ff
sxb0s05r2g3befv5nw67sxb0am0diy1b,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,2,2,1,12,2020-06-05 16:08:12,,2020-06-05 16:09:59,a7799f2357
3y17xr8phwnug82pgr0az3y17xry3z0i,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,1,1,1,1,11,2020-06-05 16:07:38,,2020-06-05 16:09:29,79f03a6a9a
7liv5mqandd0hpfomn7liv2tu6ng1ikh,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,2,1,2,1,13,2020-06-05 15:54:31,,2020-06-05 15:56:07,e5894a6065
dlyhiphy442te757n4koufp0dlyhipxj,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-06-05 15:51:35,,2020-06-05 15:54:30,66e0518218
q9hvgxoireh41iyfq9hw2paeisbzz1dq,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,1,1,12,2020-06-05 15:47:12,,2020-06-05 15:49:38,e723431935
rjyac90vl6igqm69mrjyac2epsn1ucxg,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,1,1,1,1,11,2020-06-05 15:45:47,,2020-06-05 15:49:31,ba93355aee
yfw532djmdll0gy2yfw53th44x3el24l,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-06-05 15:35:59,,2020-06-05 15:37:55,437f8b7408
tj430k9r61fu54174tj4f6mobh5hr772,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 15:28:28,,2020-06-05 15:29:56,3b9be4fc96
f8yc6pvzf0fcrhmk51bshn8af8yc6pag,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,1,1,12,2020-06-05 15:26:08,,2020-06-05 15:27:48,9798457b74
5ealsnw7w0ogygq9mcc5ealsns08o2bm,Bottle bank,1,1,2,Battery bank,1,1,1,2,1,1,1,1,2,1,12,2020-06-05 15:14:32,,2020-06-05 15:16:08,7f8f5f91e8
a3p43tttg5150m6jc2a3p43lfuwtp1kx,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 15:08:27,,2020-06-05 15:09:46,7287d155be
w0kxbynfb4d5u1z3cupugrwsw0kxbyfx,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 15:05:19,,2020-06-05 15:09:15,44490f9e25
ifu9kp1cfft836y4m4p4nifu9kp1gr6v,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-05 15:01:27,,2020-06-05 15:03:28,737a06282b
0gkd462kx36zbb0gk149pn22b44nfvk9,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,2,2,1,14,2020-06-05 14:58:15,,2020-06-05 15:01:11,e0e1340aaa
3kkawxgpufns8ick33kkadbbu6ihz3cc,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 14:58:29,,2020-06-05 14:59:59,2d2fec4258
mqehcjvp6qnqiba20j2mqehc989cmrfj,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,2,1,2,1,13,2020-06-05 14:58:12,,2020-06-05 14:59:54,dd97b54d3a
bsngc8qn1k28bsngyamkz7z1xa897j3s,Bottle bank,1,2,2,Battery bank,2,1,1,2,1,1,1,1,2,1,10,2020-06-05 14:56:19,,2020-06-05 14:58:54,c1474af4bb
e5tutm2c7pn71l8roagge5tutmk03jan,2,1,1,2,Battery bank,1,2,1,1,2,1,1,1,1,1,11,2020-06-05 14:53:00,,2020-06-05 14:56:18,ea226be1a6
111lxjyprnenzv8qdcdkq111lxjypr8i,Bottle bank,1,1,1,Battery bank,1,2,1,2,1,1,1,,1,1,8,2020-06-05 14:47:58,,2020-06-05 14:49:43,9cd29c075b
pa741qvyhsyurn85h2pa741q5pawba2w,Bottle bank,1,1,2,Battery bank,1,1,1,2,1,1,1,1,1,1,11,2020-06-05 14:38:48,,2020-06-05 14:41:02,d82e64ce51
6mw1k6l3ox27te5496mw1k0kei6lfx39,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,1,2,2,1,11,2020-06-05 14:37:16,,2020-06-05 14:39:00,f018fbda9d
rjd6skeumt4mupink2r0rjd6skh299cz,Bottle bank,1,2,1,Battery bank,1,1,1,2,2,1,1,1,1,1,10,2020-06-05 14:33:27,,2020-06-05 14:35:54,94dc3d7a27
e102zn8ns6gcjt6gte1os9apjjlyo80j,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 14:29:54,,2020-06-05 14:31:32,250874602c
7px5fhlv4ycys5vnq4f7px5fhqnttbmv,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 14:24:03,,2020-06-05 14:25:45,800c9b3437
prsazv1ebx8fvmjikqa51pprsazv7qad,Bottle bank,1,2,2,Battery bank,2,1,1,1,2,1,2,1,2,1,13,2020-06-05 14:21:13,,2020-06-05 14:23:38,e60d172885
sqabepspt68p6nqn1sqabepa1efquln8,Bottle bank,1,1,1,Battery bank,2,1,1,2,1,1,1,2,1,1,8,2020-06-05 14:14:05,,2020-06-05 14:18:11,8e0cff300b
621glok4ir0ctmlbp621g9h85qwofzhm,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-06-05 14:14:41,,2020-06-05 14:16:32,1c53f6ae19
6ro4sbyke7imwqy9sv6ro4tronz5svyd,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 14:14:17,,2020-06-05 14:15:57,a3a4ad8a27
gclym43fgcetldwcgcly32rztnxjsdr3,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 14:12:57,,2020-06-05 14:15:11,9c109ad589
89d3wmqy99glhy1ha89d3jhyomomshfl,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,1,1,2,1,12,2020-06-05 14:12:33,,2020-06-05 14:14:29,0c18eb3f16
kiz97uewf2j4ced6eklkiz8k166txj05,Bottle bank,1,2,2,Battery bank,2,2,1,2,2,1,2,1,2,2,10,2020-06-05 14:12:13,,2020-06-05 14:14:22,aadab96c15
u7mtgwpdsz7eiqa04u7mtg0dnsucedkw,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-05 14:08:04,,2020-06-05 14:09:39,41a538f3e2
3d0att9xpm8rf1qy2gq13d0attnwsakp,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,1,1,1,11,2020-06-05 14:07:43,,2020-06-05 14:09:09,beee14ea14
4h2rw2b1i7op11plt4h2r9zzfl5cxkz1,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 14:04:18,,2020-06-05 14:06:44,e20b4631e1
jkdewnx7472xqmy76ejkdewv0jrphkfe,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 14:03:51,,2020-06-05 14:05:47,43e8a8bacb
ajql5cytk40hhmmnm1uajql5ctnmjrnu,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-06-05 14:01:35,,2020-06-05 14:05:24,bd23aef103
fh0t5mq6fnsk5vn96fh0ihfgng2mvt9i,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,1,1,1,1,11,2020-06-05 14:01:06,,2020-06-05 14:03:33,43e8a8bacb
72y9gc1777jm672ywc4qm6lbi1xttqn8,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,1,2,1,13,2020-06-05 13:58:00,,2020-06-05 14:00:19,115920a031
no40ghi48be2lvbxono40gh0m3rsogzm,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 13:48:04,,2020-06-05 13:50:15,427d54ae61
udqmyy4rheb0nf3s2nsudqm5ekx5i9em,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-06-05 13:45:03,,2020-06-05 13:47:31,bb3e4daaa1
0zdm80lj63g0zi352yfxe6c02gqlpbi3,Bottle bank,1,1,2,Battery bank,2,2,1,2,2,1,2,1,2,1,12,2020-06-05 13:38:12,,2020-06-05 13:41:50,978ce02108
03jqjwqc2qchtl03jqw9s85jbmve5jtr,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-06-05 13:39:38,,2020-06-05 13:40:59,27d5ea22e1
5zevfg16u53vm0qjc0sj5zevbebedsx0,1,1,1,1,Battery bank,1,2,1,2,1,1,1,2,2,1,8,2020-06-05 13:34:58,,2020-06-05 13:37:12,cf88b60f67
0cfilnhb4lsc4k922jc8ph0cfilnhgco,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-06-05 13:30:10,,2020-06-05 13:32:46,8b2d96684d
0wee1fjyehrk85cyic0wee1yfz9w08f8,Bottle bank,1,2,2,Battery bank,1,1,1,2,2,1,1,1,1,2,10,2020-06-05 13:30:07,,2020-06-05 13:32:28,ae07469fa3
0v3u78klmpz8l86qi0jm0v3u7u4yri4k,Bottle bank,1,2,1,Battery bank,1,2,1,1,2,1,2,1,2,1,12,2020-06-05 13:27:14,,2020-06-05 13:29:22,2992d778e3
x4b1pium4xdkejx4b14je3odlc1fp14j,1,1,2,1,Battery bank,1,2,1,1,2,1,1,1,1,1,9,2020-06-05 13:23:24,,2020-06-05 13:24:50,189fd5d821
zssfczptu28smky27gzssfi3g1y5it42,Bottle bank,1,1,2,Battery bank,2,1,2,1,2,1,2,1,2,1,13,2020-06-05 13:20:21,,2020-06-05 13:22:27,5e7f1bdbbc
3cqzg0pbykdx3cqgjoq4zf17zndlgjoq,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-05 13:19:19,,2020-06-05 13:21:27,22ac948bfd
